"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","100%"
"POST /PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",692,8800,15000,21000,21000,34000,47000,77000,88000,139000,139000,139000
"POST /PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",753,10000,17000,21000,21000,33000,49000,78000,116000,201000,201000,201000
"POST /PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",716,9300,16000,21000,21000,32000,48000,85000,93000,153000,153000,153000
"POST /PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",675,9800,16000,21000,21000,31000,46000,78000,99000,149000,149000,149000
"POST /PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",695,11000,16000,21000,21000,34000,48000,80000,100000,151000,151000,151000
"POST /PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",761,9500,13000,20000,21000,30000,43000,62000,84000,139000,139000,139000
"POST /PHP/SearchItemsByCategory.php?category=13&categoryName=Antiques+%26+Art+",689,9100,14000,21000,21000,32000,54000,87000,132000,178000,178000,178000
"POST /PHP/SearchItemsByCategory.php?category=13&categoryName=Books+",737,9800,16000,21000,21000,33000,47000,83000,100000,201000,201000,201000
"POST /PHP/SearchItemsByCategory.php?category=13&categoryName=Business%2C+Office+%26+Industrial+",663,11000,18000,21000,21000,35000,54000,80000,111000,161000,161000,161000
"POST /PHP/SearchItemsByCategory.php?category=13&categoryName=Clothing+%26+Accessories+",675,9600,15000,21000,21000,30000,57000,84000,98000,153000,153000,153000
"POST /PHP/SearchItemsByCategory.php?category=13&categoryName=Coins+",711,9600,14000,21000,21000,28000,43000,87000,101000,174000,174000,174000
"POST /PHP/SearchItemsByCategory.php?category=13&categoryName=Computers+",695,9500,16000,21000,21000,30000,41000,66000,106000,201000,201000,201000
"POST /PHP/SearchItemsByCategory.php?category=16&categoryName=Antiques+%26+Art+",692,9700,15000,21000,21000,30000,45000,71000,89000,122000,122000,122000
"POST /PHP/SearchItemsByCategory.php?category=16&categoryName=Books+",734,9300,15000,21000,21000,30000,46000,76000,89000,144000,144000,144000
"POST /PHP/SearchItemsByCategory.php?category=16&categoryName=Business%2C+Office+%26+Industrial+",686,9000,14000,20000,21000,27000,44000,64000,95000,178000,178000,178000
"POST /PHP/SearchItemsByCategory.php?category=16&categoryName=Clothing+%26+Accessories+",772,9200,14000,21000,21000,30000,46000,82000,100000,201000,201000,201000
"POST /PHP/SearchItemsByCategory.php?category=16&categoryName=Coins+",713,10000,18000,21000,21000,34000,44000,63000,94000,184000,184000,184000
"POST /PHP/SearchItemsByCategory.php?category=16&categoryName=Computers+",683,10000,17000,21000,21000,33000,49000,65000,83000,135000,135000,135000
"POST /PHP/SearchItemsByCategory.php?category=19&categoryName=Antiques+%26+Art+",720,10000,15000,21000,21000,30000,48000,88000,106000,152000,152000,152000
"POST /PHP/SearchItemsByCategory.php?category=19&categoryName=Books+",703,11000,16000,21000,21000,35000,50000,84000,115000,148000,148000,148000
"POST /PHP/SearchItemsByCategory.php?category=19&categoryName=Business%2C+Office+%26+Industrial+",711,9800,16000,21000,21000,31000,42000,63000,81000,147000,147000,147000
"POST /PHP/SearchItemsByCategory.php?category=19&categoryName=Clothing+%26+Accessories+",742,9200,15000,21000,21000,36000,51000,81000,116000,136000,136000,136000
"POST /PHP/SearchItemsByCategory.php?category=19&categoryName=Coins+",662,9100,14000,21000,21000,27000,46000,72000,90000,125000,125000,125000
"POST /PHP/SearchItemsByCategory.php?category=19&categoryName=Computers+",713,9400,15000,20000,21000,27000,42000,65000,107000,132000,132000,132000
"POST /PHP/SearchItemsByCategory.php?category=22&categoryName=Antiques+%26+Art+",710,9700,15000,21000,21000,33000,58000,91000,120000,201000,201000,201000
"POST /PHP/SearchItemsByCategory.php?category=22&categoryName=Books+",676,9700,15000,21000,21000,28000,44000,75000,105000,194000,194000,194000
"POST /PHP/SearchItemsByCategory.php?category=22&categoryName=Business%2C+Office+%26+Industrial+",704,10000,16000,21000,21000,32000,48000,72000,88000,187000,187000,187000
"POST /PHP/SearchItemsByCategory.php?category=22&categoryName=Clothing+%26+Accessories+",702,11000,17000,21000,21000,35000,55000,77000,100000,150000,150000,150000
"POST /PHP/SearchItemsByCategory.php?category=22&categoryName=Coins+",717,11000,16000,21000,21000,33000,49000,78000,90000,164000,164000,164000
"POST /PHP/SearchItemsByCategory.php?category=22&categoryName=Computers+",682,10000,16000,21000,21000,34000,53000,97000,120000,153000,153000,153000
"POST /PHP/SearchItemsByCategory.php?category=25&categoryName=Antiques+%26+Art+",735,9600,15000,21000,21000,30000,52000,85000,103000,174000,174000,174000
"POST /PHP/SearchItemsByCategory.php?category=25&categoryName=Books+",713,9400,15000,21000,21000,30000,47000,80000,106000,173000,173000,173000
"POST /PHP/SearchItemsByCategory.php?category=25&categoryName=Business%2C+Office+%26+Industrial+",732,9800,17000,21000,21000,38000,56000,79000,117000,153000,153000,153000
"POST /PHP/SearchItemsByCategory.php?category=25&categoryName=Clothing+%26+Accessories+",695,9900,17000,21000,22000,35000,60000,95000,113000,177000,177000,177000
"POST /PHP/SearchItemsByCategory.php?category=25&categoryName=Coins+",707,10000,17000,21000,21000,34000,51000,96000,119000,201000,201000,201000
"POST /PHP/SearchItemsByCategory.php?category=25&categoryName=Computers+",681,9500,15000,20000,21000,29000,41000,80000,96000,164000,164000,164000
"POST /PHP/SearchItemsByCategory.php?category=28&categoryName=Antiques+%26+Art+",722,9800,15000,20000,21000,32000,56000,79000,98000,148000,148000,148000
"POST /PHP/SearchItemsByCategory.php?category=28&categoryName=Books+",774,10000,16000,21000,21000,28000,59000,96000,122000,202000,202000,202000
"POST /PHP/SearchItemsByCategory.php?category=28&categoryName=Business%2C+Office+%26+Industrial+",698,9500,16000,21000,21000,36000,51000,84000,129000,174000,174000,174000
"POST /PHP/SearchItemsByCategory.php?category=28&categoryName=Clothing+%26+Accessories+",715,9500,14000,21000,21000,32000,51000,90000,115000,188000,188000,188000
"POST /PHP/SearchItemsByCategory.php?category=28&categoryName=Coins+",733,11000,17000,21000,21000,35000,54000,92000,120000,212000,212000,212000
"POST /PHP/SearchItemsByCategory.php?category=28&categoryName=Computers+",748,8700,15000,20000,21000,33000,46000,75000,108000,174000,174000,174000
"POST /PHP/SearchItemsByCategory.php?category=31&categoryName=Antiques+%26+Art+",686,9100,15000,21000,21000,29000,42000,75000,88000,145000,145000,145000
"POST /PHP/SearchItemsByCategory.php?category=31&categoryName=Books+",722,9800,16000,21000,21000,34000,47000,77000,113000,169000,169000,169000
"POST /PHP/SearchItemsByCategory.php?category=31&categoryName=Business%2C+Office+%26+Industrial+",703,9500,14000,21000,21000,28000,43000,58000,82000,136000,136000,136000
"POST /PHP/SearchItemsByCategory.php?category=31&categoryName=Clothing+%26+Accessories+",666,11000,16000,21000,21000,37000,60000,79000,100000,141000,141000,141000
"POST /PHP/SearchItemsByCategory.php?category=31&categoryName=Coins+",707,9500,16000,21000,21000,32000,49000,73000,108000,154000,154000,154000
"POST /PHP/SearchItemsByCategory.php?category=31&categoryName=Computers+",688,9500,15000,21000,21000,32000,50000,69000,99000,149000,149000,149000
